project_id,project_type,terrain_type,terrain_difficulty_score,permit_complexity,permit_delay_months,material_availability,vendor_rating,skilled_manpower_ratio,demand_pressure,start_month,weather_severity_index,planned_cost_lakhs,actual_cost_lakhs,planned_duration_months,actual_duration_months
PG_00735,substation,coastal,3,medium,1.5,medium,3.8,63,low,6,4.59,131,157.59,27,36.7
PG_00736,overhead_line,coastal,3,low,0.5,medium,4.3,69,low,10,1.66,125,142.56,30,37.7
PG_00737,overhead_line,coastal,3,medium,1.5,low,4.9,71,low,9,4.74,91,126.0,21,29.3
PG_00738,substation,plain,1,low,0.5,low,4.7,81,low,6,3.87,168,214.85,21,25.7
PG_00739,underground_cable,coastal,3,low,0.5,medium,3.0,72,low,7,4.94,156,196.66,29,38.9
PG_00740,underground_cable,forest,5,medium,1.5,low,3.7,85,medium,9,4.14,203,323.35,31,44.2
PG_00741,underground_cable,hilly,4,low,0.5,medium,3.6,88,low,2,1.95,170,203.29,20,25.3
PG_00742,substation,hilly,4,high,3.0,high,4.4,55,low,10,2.1,112,125.54,22,31.9
PG_00743,overhead_line,hilly,4,high,3.0,medium,3.4,84,medium,4,2.68,132,170.02,29,39.9
PG_00744,underground_cable,urban,2,high,3.0,low,3.3,90,high,4,3.28,247,391.54,29,37.8
PG_00745,substation,coastal,3,medium,1.5,medium,4.1,56,medium,8,3.96,103,129.81,19,26.6
PG_00746,underground_cable,plain,1,high,3.0,low,3.9,83,medium,5,2.63,223,295.57,28,35.3
PG_00747,substation,coastal,3,low,0.5,high,3.2,89,high,4,2.99,87,116.38,14,17.7
PG_00748,underground_cable,urban,2,low,0.5,medium,4.9,55,low,5,3.5,126,141.08,39,49.9
PG_00749,overhead_line,coastal,3,high,3.0,high,2.9,57,high,9,4.21,139,194.83,26,37.8
PG_00750,underground_cable,urban,2,low,0.5,high,3.8,79,high,2,2.47,161,201.97,26,31.3
PG_00751,overhead_line,coastal,3,medium,1.5,high,3.2,75,medium,4,2.99,133,160.34,18,24.3
PG_00752,substation,plain,1,high,3.0,high,4.6,88,low,3,1.13,115,113.7,15,19.6
PG_00753,underground_cable,urban,2,high,3.0,high,4.5,76,high,12,1.69,170,207.36,38,47.8
PG_00754,overhead_line,hilly,4,medium,1.5,medium,3.0,89,high,10,1.75,104,149.38,19,25.1
PG_00755,substation,plain,1,high,3.0,medium,4.9,91,medium,11,1.93,159,171.33,27,32.5
PG_00756,overhead_line,hilly,4,medium,1.5,high,3.5,80,high,3,1.9,90,118.84,22,28.7
PG_00757,substation,urban,2,medium,1.5,low,4.4,77,high,5,2.99,152,234.48,23,29.7
PG_00758,underground_cable,forest,5,medium,1.5,high,2.7,79,low,11,2.28,179,217.04,25,34.4
PG_00759,overhead_line,plain,1,high,3.0,low,3.8,55,low,11,2.44,82,102.11,36,46.0
PG_00760,substation,forest,5,high,3.0,medium,4.9,64,high,3,2.17,100,142.63,19,28.5
PG_00761,overhead_line,coastal,3,medium,1.5,high,4.4,82,high,8,4.32,65,86.38,22,29.4
PG_00762,substation,urban,2,high,3.0,low,2.6,62,low,6,4.19,135,187.95,17,24.7
PG_00763,underground_cable,plain,1,high,3.0,low,4.4,56,low,2,1.86,248,305.41,32,41.3
PG_00764,substation,plain,1,medium,1.5,medium,4.3,72,medium,8,4.46,128,154.63,16,21.4
PG_00765,substation,plain,1,medium,1.5,medium,3.2,85,medium,1,2.14,124,139.38,19,22.4
PG_00766,substation,hilly,4,medium,1.5,low,4.1,72,high,10,2.17,82,131.52,28,37.2
PG_00767,overhead_line,plain,1,high,3.0,medium,4.6,71,low,9,4.92,116,130.01,25,33.6
PG_00768,substation,urban,2,high,3.0,high,2.9,61,low,12,1.42,157,171.62,22,30.0
PG_00769,overhead_line,hilly,4,high,3.0,high,3.9,93,low,2,1.12,145,162.71,21,28.7
PG_00770,overhead_line,urban,2,medium,1.5,low,4.1,63,medium,9,4.25,98,139.52,25,33.6
PG_00771,substation,plain,1,medium,1.5,medium,4.5,91,medium,10,1.32,153,166.27,15,17.8
PG_00772,substation,coastal,3,high,3.0,high,4.5,95,high,8,4.44,123,163.2,21,29.1
PG_00773,substation,plain,1,high,3.0,high,4.4,76,high,8,4.84,137,170.8,28,36.6
PG_00774,overhead_line,hilly,4,medium,1.5,high,4.0,84,high,6,4.52,60,83.24,26,35.5
PG_00775,underground_cable,hilly,4,medium,1.5,low,4.1,93,low,10,1.36,154,207.61,26,33.2
PG_00776,substation,urban,2,high,3.0,low,4.1,76,high,8,3.97,111,177.78,20,28.3
PG_00777,underground_cable,forest,5,high,3.0,low,3.0,58,high,2,1.09,137,234.59,29,42.3
PG_00778,underground_cable,coastal,3,high,3.0,low,4.6,60,medium,5,2.5,238,332.87,22,31.3
PG_00779,underground_cable,plain,1,low,0.5,medium,4.2,62,medium,5,3.12,181,211.28,35,43.2
PG_00780,overhead_line,forest,5,medium,1.5,low,3.5,62,high,8,3.9,114,200.61,25,36.4
PG_00781,overhead_line,urban,2,high,3.0,medium,2.8,84,low,10,1.81,123,140.33,21,27.5
PG_00782,substation,coastal,3,low,0.5,medium,3.9,94,high,3,2.33,119,163.58,22,27.0
PG_00783,substation,forest,5,low,0.5,medium,3.9,64,low,4,3.17,87,108.51,18,24.8
PG_00784,overhead_line,coastal,3,medium,1.5,low,4.4,76,low,1,2.4,105,135.26,36,45.0
PG_00785,substation,plain,1,high,3.0,high,3.6,95,high,9,4.83,156,197.06,19,24.9
PG_00786,substation,urban,2,high,3.0,high,2.8,90,low,10,1.72,80,85.4,23,29.1
PG_00787,underground_cable,hilly,4,high,3.0,medium,3.2,95,high,3,1.74,183,262.29,34,45.0
PG_00788,underground_cable,hilly,4,high,3.0,high,4.6,73,low,11,1.86,125,137.29,24,33.2
PG_00789,substation,plain,1,medium,1.5,medium,2.9,62,high,2,2.06,115,150.96,26,32.3
PG_00790,overhead_line,forest,5,high,3.0,high,4.2,74,high,7,4.78,145,211.92,19,29.6
PG_00791,overhead_line,plain,1,high,3.0,low,2.5,62,low,11,2.14,130,167.52,19,25.4
PG_00792,underground_cable,coastal,3,high,3.0,medium,3.7,56,medium,1,1.01,247,303.69,33,45.2
PG_00793,substation,coastal,3,low,0.5,medium,4.6,87,high,7,4.28,105,146.95,19,24.5
PG_00794,substation,hilly,4,low,0.5,medium,3.0,74,low,4,2.68,135,167.9,19,25.2
PG_00795,substation,plain,1,low,0.5,high,4.3,69,medium,3,2.08,84,90.2,25,29.8
PG_00796,substation,hilly,4,medium,1.5,medium,3.3,88,high,1,1.74,120,170.06,19,25.0
PG_00797,underground_cable,urban,2,low,0.5,high,3.6,78,low,6,4.01,241,268.43,25,31.4
PG_00798,overhead_line,plain,1,low,0.5,low,5.0,73,low,6,4.64,129,165.14,33,40.9
PG_00799,underground_cable,forest,5,low,0.5,low,4.6,79,low,6,4.04,209,309.38,29,40.7
PG_00800,underground_cable,urban,2,high,3.0,medium,4.5,83,low,6,3.89,195,225.18,41,53.6
PG_00801,substation,forest,5,medium,1.5,high,2.6,68,high,11,2.46,99,140.03,25,34.5
PG_00802,substation,hilly,4,medium,1.5,low,4.7,61,medium,4,2.93,115,168.24,15,21.6
PG_00803,substation,forest,5,low,0.5,high,3.9,67,medium,2,2.15,143,175.09,21,28.3
PG_00804,underground_cable,hilly,4,high,3.0,low,3.9,89,high,4,2.87,163,267.53,38,51.0
PG_00805,underground_cable,plain,1,medium,1.5,low,3.9,71,high,10,2.25,148,218.04,23,28.4
PG_00806,overhead_line,forest,5,low,0.5,low,3.8,70,low,7,4.66,119,177.59,30,42.2
PG_00807,substation,plain,1,low,0.5,low,3.0,95,medium,8,4.83,115,160.66,19,22.6
PG_00808,underground_cable,hilly,4,medium,1.5,medium,3.7,82,medium,7,4.94,161,216.14,23,32.3
PG_00809,substation,urban,2,low,0.5,high,3.7,83,low,11,1.82,107,113.84,24,28.7
PG_00810,overhead_line,coastal,3,high,3.0,high,4.8,58,low,9,3.68,85,95.16,28,39.9
PG_00811,substation,coastal,3,high,3.0,high,3.4,59,low,8,4.14,112,129.94,21,30.7
PG_00812,overhead_line,coastal,3,medium,1.5,medium,2.5,92,medium,3,1.94,70,87.8,29,36.2
PG_00813,substation,urban,2,low,0.5,low,4.3,77,high,10,1.66,149,219.14,20,23.8
PG_00814,substation,urban,2,high,3.0,low,2.6,60,low,11,1.79,121,156.63,28,36.4
PG_00815,overhead_line,forest,5,low,0.5,high,4.8,56,high,3,1.98,72,96.76,34,46.2
PG_00816,underground_cable,urban,2,low,0.5,medium,2.5,75,medium,7,4.85,165,213.02,33,42.3
PG_00817,substation,hilly,4,low,0.5,medium,4.3,93,high,12,1.66,114,154.71,20,24.6
PG_00818,underground_cable,urban,2,low,0.5,high,4.8,72,medium,2,1.55,132,142.2,22,26.5
PG_00819,underground_cable,urban,2,medium,1.5,low,3.0,69,low,11,1.57,123,158.82,38,46.5
PG_00820,underground_cable,coastal,3,medium,1.5,low,4.9,65,high,11,2.27,172,263.13,35,45.4
PG_00821,overhead_line,plain,1,low,0.5,medium,4.3,80,low,1,1.69,78,81.92,27,30.9
PG_00822,substation,hilly,4,medium,1.5,high,2.8,56,medium,3,1.41,121,148.93,22,30.5
PG_00823,overhead_line,hilly,4,low,0.5,low,4.7,56,low,8,4.04,131,186.75,21,29.6
PG_00824,substation,forest,5,high,3.0,high,3.4,61,high,9,4.17,166,245.0,16,25.7
PG_00825,substation,urban,2,medium,1.5,low,2.7,88,medium,10,2.22,161,223.3,21,25.9
PG_00826,overhead_line,plain,1,low,0.5,high,4.9,88,high,12,2.26,100,118.75,26,30.1
PG_00827,underground_cable,plain,1,medium,1.5,high,2.7,94,low,4,2.7,188,201.19,22,26.3
PG_00828,overhead_line,hilly,4,medium,1.5,low,3.2,70,medium,10,1.56,67,98.81,30,40.2
PG_00829,underground_cable,forest,5,high,3.0,low,3.2,87,high,5,2.91,165,285.38,33,46.4
PG_00830,substation,forest,5,high,3.0,medium,4.0,88,low,2,1.1,88,107.55,17,24.8
PG_00831,underground_cable,coastal,3,medium,1.5,low,3.3,89,high,8,4.02,191,320.87,40,52.5
PG_00832,overhead_line,coastal,3,low,0.5,low,3.9,67,high,6,4.09,126,211.09,26,35.2
PG_00833,underground_cable,coastal,3,medium,1.5,high,3.6,76,medium,4,2.96,132,157.2,25,33.0
PG_00834,underground_cable,forest,5,high,3.0,high,4.6,57,low,3,1.19,122,137.21,23,33.4
PG_00835,underground_cable,forest,5,medium,1.5,medium,2.8,68,low,10,1.27,166,208.98,20,28.0
PG_00836,overhead_line,plain,1,medium,1.5,high,2.6,69,high,7,3.89,102,133.76,29,37.0
PG_00837,substation,coastal,3,low,0.5,high,4.5,63,high,5,3.25,104,135.12,20,26.1
PG_00838,substation,forest,5,medium,1.5,high,4.9,83,high,8,4.01,173,246.02,22,31.6
PG_00839,overhead_line,hilly,4,low,0.5,low,4.3,63,medium,4,3.32,138,200.55,30,40.0
PG_00840,underground_cable,forest,5,medium,1.5,high,3.6,89,high,5,2.62,153,215.69,28,38.0
PG_00841,overhead_line,urban,2,high,3.0,high,2.8,87,medium,9,4.17,115,140.97,36,48.0
PG_00842,substation,forest,5,low,0.5,low,4.0,88,high,5,3.34,102,175.34,15,20.4
PG_00843,substation,forest,5,medium,1.5,high,2.7,68,low,8,4.68,89,113.95,28,41.1
PG_00844,underground_cable,forest,5,medium,1.5,low,4.7,86,high,6,4.5,190,327.7,42,58.5
PG_00845,underground_cable,coastal,3,low,0.5,low,4.3,82,medium,12,1.45,135,184.22,31,37.7
PG_00846,overhead_line,forest,5,high,3.0,medium,4.2,84,high,9,3.9,122,184.49,21,31.5
PG_00847,overhead_line,plain,1,high,3.0,medium,4.4,63,low,7,4.28,129,145.74,24,32.9
PG_00848,substation,urban,2,low,0.5,medium,2.8,89,medium,1,1.91,119,141.93,14,16.6
PG_00849,overhead_line,coastal,3,medium,1.5,low,3.0,72,high,10,2.0,114,181.52,26,33.5
PG_00850,underground_cable,hilly,4,low,0.5,low,3.3,84,low,11,2.37,242,328.31,31,38.4
PG_00851,substation,hilly,4,low,0.5,low,4.5,95,low,11,1.56,163,217.76,15,18.8
PG_00852,overhead_line,coastal,3,medium,1.5,high,3.1,64,low,5,2.94,128,145.58,23,30.8
PG_00853,substation,urban,2,low,0.5,low,4.0,92,medium,5,3.33,175,243.38,22,26.8
PG_00854,underground_cable,plain,1,low,0.5,low,2.6,69,high,5,2.97,127,195.17,25,30.1
PG_00855,substation,hilly,4,medium,1.5,high,3.7,62,low,7,4.56,110,131.59,14,20.6
PG_00856,overhead_line,hilly,4,low,0.5,high,4.7,76,medium,9,4.68,103,126.26,23,31.1
PG_00857,substation,urban,2,low,0.5,medium,3.3,92,medium,9,3.57,148,187.74,23,28.9
PG_00858,overhead_line,forest,5,high,3.0,medium,3.8,77,high,3,1.04,145,210.14,26,36.9
PG_00859,underground_cable,coastal,3,high,3.0,medium,3.0,59,medium,2,1.63,249,304.5,20,27.9
PG_00860,underground_cable,plain,1,high,3.0,high,3.0,91,high,9,3.66,249,321.74,32,40.5
PG_00861,underground_cable,forest,5,medium,1.5,medium,4.2,67,medium,10,1.73,213,270.37,28,38.2
PG_00862,substation,hilly,4,low,0.5,high,2.6,56,low,9,4.45,124,153.62,18,25.5
PG_00863,underground_cable,hilly,4,low,0.5,high,2.6,82,medium,5,3.47,217,274.35,21,27.7
PG_00864,underground_cable,plain,1,high,3.0,high,4.7,94,low,12,2.18,158,156.98,27,32.8
PG_00865,substation,forest,5,high,3.0,medium,3.8,94,high,2,1.53,176,252.71,24,33.2
PG_00866,underground_cable,forest,5,high,3.0,medium,4.2,91,high,12,1.47,170,239.48,30,40.6
PG_00867,underground_cable,coastal,3,high,3.0,medium,3.9,61,medium,4,2.59,217,269.63,34,46.8
PG_00868,underground_cable,forest,5,medium,1.5,low,3.4,71,medium,4,3.21,217,334.73,22,31.2
PG_00869,underground_cable,plain,1,high,3.0,high,2.7,83,medium,4,2.92,192,220.11,25,32.3
PG_00870,underground_cable,hilly,4,medium,1.5,medium,2.5,83,low,9,4.65,125,161.72,21,29.2
PG_00871,overhead_line,hilly,4,medium,1.5,high,4.4,55,medium,7,3.67,121,152.55,35,50.5
PG_00872,underground_cable,forest,5,low,0.5,low,4.2,75,low,5,3.36,246,351.93,25,33.9
PG_00873,underground_cable,urban,2,high,3.0,high,3.3,57,low,10,2.05,188,199.51,40,51.4
PG_00874,substation,coastal,3,medium,1.5,medium,2.7,87,low,9,4.04,150,188.85,24,32.3
PG_00875,substation,coastal,3,low,0.5,low,2.9,66,high,10,1.45,113,176.7,25,31.0
PG_00876,substation,coastal,3,medium,1.5,low,3.0,58,low,6,3.58,118,165.73,17,23.8
PG_00877,substation,coastal,3,high,3.0,medium,2.5,61,medium,7,4.78,138,182.21,23,33.4
PG_00878,underground_cable,hilly,4,high,3.0,high,3.5,59,medium,10,1.63,153,184.95,38,52.8
PG_00879,overhead_line,forest,5,high,3.0,high,3.4,77,high,5,3.37,144,207.21,23,34.1
PG_00880,substation,plain,1,medium,1.5,high,4.8,83,high,4,3.01,134,162.23,24,29.5
PG_00881,overhead_line,plain,1,high,3.0,medium,3.3,71,high,12,1.06,100,126.46,35,42.8
PG_00882,substation,coastal,3,high,3.0,medium,4.9,81,medium,11,1.22,80,95.65,20,27.6
PG_00883,substation,coastal,3,low,0.5,high,2.7,68,medium,4,3.33,154,187.71,24,31.2
PG_00884,underground_cable,forest,5,high,3.0,medium,3.5,60,low,3,1.56,137,167.99,41,57.4
PG_00885,overhead_line,coastal,3,medium,1.5,low,3.8,67,low,1,1.74,135,180.43,34,44.1
PG_00886,substation,plain,1,medium,1.5,low,4.0,83,high,7,4.47,155,239.17,25,31.6
PG_00887,overhead_line,coastal,3,high,3.0,low,3.2,58,high,2,1.44,132,209.76,20,28.3
PG_00888,overhead_line,coastal,3,low,0.5,high,3.0,65,low,12,2.26,118,132.96,30,38.3
PG_00889,substation,urban,2,medium,1.5,low,4.9,90,high,1,1.63,90,132.86,15,18.9
PG_00890,overhead_line,forest,5,high,3.0,medium,3.1,93,medium,6,3.8,101,140.93,23,34.1
PG_00891,overhead_line,coastal,3,low,0.5,high,3.0,61,high,9,4.65,107,147.67,31,41.3
PG_00892,substation,hilly,4,medium,1.5,low,4.3,94,medium,2,2.45,176,250.71,19,24.9
PG_00893,overhead_line,forest,5,medium,1.5,high,3.4,85,medium,7,3.6,122,160.29,22,31.5
PG_00894,overhead_line,coastal,3,high,3.0,low,3.0,59,high,1,1.7,76,119.31,22,30.3
PG_00895,underground_cable,forest,5,medium,1.5,medium,4.7,75,high,7,4.5,233,353.59,32,46.2
PG_00896,substation,hilly,4,medium,1.5,high,3.7,90,low,2,2.21,120,134.61,14,18.6
PG_00897,underground_cable,urban,2,high,3.0,medium,3.8,59,low,12,1.11,192,213.24,30,39.5
PG_00898,underground_cable,plain,1,medium,1.5,medium,4.3,61,high,1,2.39,157,194.44,38,45.7
PG_00899,overhead_line,coastal,3,high,3.0,medium,4.7,80,high,11,1.85,109,142.36,22,29.3
PG_00900,overhead_line,hilly,4,medium,1.5,low,3.0,84,high,10,1.28,124,200.4,20,26.0
PG_00901,overhead_line,plain,1,high,3.0,medium,3.5,70,low,12,1.72,81,86.43,23,29.2
PG_00902,underground_cable,coastal,3,high,3.0,medium,4.7,58,high,6,4.97,144,201.51,35,49.4
PG_00903,underground_cable,hilly,4,medium,1.5,low,3.1,77,medium,6,3.9,237,364.61,21,29.4
PG_00904,underground_cable,coastal,3,low,0.5,low,2.7,78,high,2,1.41,204,322.09,24,29.3
PG_00905,overhead_line,plain,1,medium,1.5,low,2.8,95,medium,12,1.15,112,147.0,27,30.8
PG_00906,overhead_line,plain,1,low,0.5,low,3.3,84,high,2,2.36,73,108.28,36,41.3
PG_00907,overhead_line,urban,2,high,3.0,medium,2.7,65,low,6,4.56,92,113.23,28,39.3
PG_00908,substation,plain,1,medium,1.5,low,4.2,89,low,5,3.02,133,168.6,14,17.7
PG_00909,substation,plain,1,medium,1.5,medium,4.1,70,high,11,1.16,93,118.66,27,33.1
PG_00910,overhead_line,urban,2,high,3.0,medium,3.1,93,high,2,1.35,117,155.68,33,40.8
PG_00911,substation,hilly,4,medium,1.5,high,4.6,64,high,3,1.83,82,105.21,27,35.7
PG_00912,overhead_line,forest,5,low,0.5,medium,2.7,58,low,8,3.52,112,147.63,20,28.6
PG_00913,underground_cable,plain,1,high,3.0,high,2.5,77,low,7,4.34,121,135.72,28,37.0
PG_00914,overhead_line,forest,5,high,3.0,medium,4.2,94,high,8,4.07,88,132.93,29,41.8
PG_00915,substation,forest,5,high,3.0,high,2.7,59,high,9,3.98,173,257.96,24,36.9
PG_00916,underground_cable,coastal,3,medium,1.5,high,2.6,59,low,1,1.5,192,214.93,24,31.5
PG_00917,overhead_line,plain,1,low,0.5,medium,4.3,66,medium,1,1.23,122,134.49,22,25.8
PG_00918,underground_cable,coastal,3,high,3.0,low,3.1,68,high,10,1.72,191,300.08,28,37.4
PG_00919,substation,hilly,4,medium,1.5,medium,4.1,59,low,10,1.39,115,133.23,14,19.3
PG_00920,substation,forest,5,high,3.0,low,3.5,69,high,12,2.18,153,257.12,15,22.8
PG_00921,substation,forest,5,low,0.5,low,4.5,86,high,4,2.84,174,289.6,17,22.7
PG_00922,overhead_line,forest,5,medium,1.5,low,4.3,60,high,4,3.2,111,186.62,25,35.6
PG_00923,overhead_line,urban,2,low,0.5,high,2.8,82,medium,10,2.33,97,112.04,26,31.3
PG_00924,overhead_line,urban,2,high,3.0,medium,3.5,91,medium,10,1.65,96,112.21,31,38.4
PG_00925,underground_cable,forest,5,medium,1.5,high,4.8,68,medium,6,4.78,205,258.48,23,33.4
PG_00926,overhead_line,coastal,3,high,3.0,low,3.6,77,medium,6,4.97,135,202.78,30,42.3
PG_00927,substation,forest,5,high,3.0,medium,3.7,61,high,10,2.12,178,258.51,16,24.4
PG_00928,overhead_line,forest,5,low,0.5,low,3.1,81,low,2,1.98,105,150.01,21,27.6
PG_00929,overhead_line,forest,5,low,0.5,medium,2.8,68,low,7,4.02,127,167.77,19,26.9
PG_00930,underground_cable,hilly,4,medium,1.5,high,3.0,63,high,4,2.72,181,252.08,40,54.4
PG_00931,overhead_line,coastal,3,high,3.0,low,4.2,88,high,1,1.09,75,116.4,26,34.3
PG_00932,substation,coastal,3,high,3.0,high,3.5,70,high,4,2.97,173,232.83,22,31.2
PG_00933,underground_cable,forest,5,medium,1.5,medium,4.9,64,high,5,3.33,227,331.15,35,49.5
PG_00934,underground_cable,plain,1,medium,1.5,medium,3.9,82,medium,2,2.21,161,178.5,22,26.0
PG_00935,overhead_line,plain,1,high,3.0,high,4.0,75,low,9,4.73,78,85.46,29,38.8
PG_00936,overhead_line,plain,1,low,0.5,medium,2.9,60,high,5,3.27,82,109.35,34,41.6
PG_00937,underground_cable,coastal,3,low,0.5,medium,3.3,55,low,12,1.32,180,211.51,35,45.2
PG_00938,underground_cable,forest,5,low,0.5,high,2.8,64,low,1,1.79,219,261.52,25,33.7
PG_00939,substation,coastal,3,high,3.0,medium,3.7,67,high,12,2.06,167,226.32,22,30.2
PG_00940,underground_cable,plain,1,low,0.5,medium,3.8,85,high,3,1.21,169,215.36,28,32.2
PG_00941,underground_cable,forest,5,low,0.5,high,3.5,75,medium,9,4.07,164,212.57,34,47.1
PG_00942,substation,forest,5,low,0.5,medium,3.0,81,high,10,1.09,167,243.26,16,21.0
PG_00943,substation,coastal,3,high,3.0,high,2.9,75,medium,6,3.93,122,154.15,21,30.7
PG_00944,overhead_line,plain,1,high,3.0,medium,3.8,79,medium,5,2.9,114,133.72,35,44.3
PG_00945,substation,urban,2,medium,1.5,high,3.6,85,low,12,1.48,162,172.41,15,19.0
PG_00946,substation,forest,5,medium,1.5,medium,2.6,79,medium,1,1.7,139,182.02,28,37.3
PG_00947,substation,hilly,4,low,0.5,high,4.8,60,medium,6,3.61,145,177.25,24,33.2
PG_00948,overhead_line,plain,1,medium,1.5,low,3.5,70,low,8,4.74,118,159.13,20,26.5
PG_00949,substation,forest,5,low,0.5,medium,4.8,59,low,12,2.49,168,199.81,23,31.0
PG_00950,overhead_line,urban,2,low,0.5,high,4.8,79,low,5,3.27,62,65.41,28,34.2
PG_00951,overhead_line,hilly,4,high,3.0,high,3.9,77,medium,9,4.23,132,164.34,22,32.1
PG_00952,underground_cable,plain,1,medium,1.5,medium,3.2,71,low,9,4.26,242,282.87,26,33.6
PG_00953,overhead_line,urban,2,medium,1.5,high,3.2,55,low,4,3.24,137,152.83,31,40.9
PG_00954,overhead_line,urban,2,high,3.0,medium,2.6,63,low,4,3.2,120,143.12,27,36.9
PG_00955,substation,forest,5,medium,1.5,medium,3.8,66,medium,6,4.0,150,202.86,17,25.0
PG_00956,underground_cable,plain,1,medium,1.5,low,3.6,61,medium,11,2.39,207,272.86,26,32.2
PG_00957,underground_cable,coastal,3,high,3.0,low,3.0,65,medium,3,1.74,234,329.23,22,30.1
PG_00958,overhead_line,coastal,3,high,3.0,low,4.5,85,high,11,1.38,131,201.18,35,45.3
PG_00959,substation,plain,1,high,3.0,low,4.5,70,high,8,4.22,170,255.01,22,29.6
PG_00960,substation,coastal,3,medium,1.5,high,3.4,94,low,11,1.22,141,158.16,16,20.8
PG_00961,overhead_line,urban,2,low,0.5,high,4.2,87,medium,12,1.72,61,66.79,28,32.8
PG_00962,substation,urban,2,low,0.5,high,3.4,93,medium,11,2.46,81,90.61,22,25.7
PG_00963,substation,coastal,3,low,0.5,medium,4.7,76,high,2,1.65,94,122.28,15,18.5
PG_00964,overhead_line,coastal,3,high,3.0,high,4.4,82,medium,11,1.61,73,81.39,32,41.1
PG_00965,substation,hilly,4,high,3.0,high,3.8,78,high,1,1.67,135,180.51,22,30.8
PG_00966,underground_cable,urban,2,medium,1.5,low,4.5,77,medium,9,3.81,120,170.27,21,28.1
PG_00967,underground_cable,forest,5,medium,1.5,medium,3.9,85,medium,9,3.92,214,295.42,25,35.9
PG_00968,overhead_line,plain,1,high,3.0,high,4.7,87,low,9,4.88,85,90.07,30,38.7
PG_00969,underground_cable,plain,1,high,3.0,low,3.0,87,low,5,2.89,207,270.21,22,28.5
PG_00970,overhead_line,plain,1,low,0.5,high,4.7,70,high,1,2.27,85,98.46,21,24.4
PG_00971,overhead_line,hilly,4,low,0.5,medium,3.4,56,medium,1,2.09,141,176.71,18,23.8
PG_00972,underground_cable,forest,5,high,3.0,medium,4.7,60,high,10,2.48,158,225.26,41,58.1
PG_00973,overhead_line,hilly,4,high,3.0,high,3.7,60,medium,3,1.32,95,114.91,20,29.3
PG_00974,underground_cable,urban,2,low,0.5,low,2.9,57,low,1,1.17,199,259.52,34,41.9
PG_00975,substation,coastal,3,high,3.0,high,2.9,93,high,8,4.07,175,246.26,22,31.0
PG_00976,substation,hilly,4,high,3.0,low,2.8,95,high,10,1.29,154,250.06,19,25.9
PG_00977,overhead_line,urban,2,high,3.0,high,2.9,78,high,8,4.1,139,185.39,36,47.4
PG_00978,overhead_line,urban,2,low,0.5,low,3.8,80,medium,11,1.29,136,179.78,36,42.0
PG_00979,overhead_line,forest,5,medium,1.5,high,3.2,69,medium,7,4.67,117,154.41,25,36.4
PG_00980,underground_cable,urban,2,high,3.0,low,4.2,65,medium,5,2.82,231,318.72,24,32.9
PG_00981,underground_cable,hilly,4,high,3.0,low,3.6,90,high,10,1.79,224,359.89,23,31.2
PG_00982,underground_cable,plain,1,medium,1.5,low,4.3,66,medium,8,3.8,250,339.05,37,46.9
PG_00983,overhead_line,hilly,4,medium,1.5,high,4.3,79,low,8,4.57,131,153.56,28,38.5
PG_00984,underground_cable,plain,1,low,0.5,medium,2.5,62,high,9,3.91,159,224.72,28,35.9
PG_00985,substation,coastal,3,medium,1.5,low,2.9,61,medium,8,4.73,103,153.96,14,19.9
PG_00986,substation,coastal,3,low,0.5,low,3.4,92,high,1,1.37,143,228.59,15,18.6
PG_00987,overhead_line,urban,2,medium,1.5,medium,4.8,60,high,8,3.82,111,150.96,30,40.1
PG_00988,underground_cable,hilly,4,high,3.0,low,2.9,93,low,11,2.07,161,227.44,36,47.8
PG_00989,underground_cable,forest,5,high,3.0,high,3.5,62,low,7,4.31,154,193.11,39,58.4
PG_00990,underground_cable,coastal,3,high,3.0,low,2.5,72,high,9,4.8,181,303.37,24,33.8
PG_00991,substation,forest,5,high,3.0,low,2.7,61,medium,8,4.16,156,253.46,16,25.7
PG_00992,substation,forest,5,low,0.5,low,4.8,92,medium,10,1.19,131,188.78,25,32.1
PG_00993,substation,coastal,3,high,3.0,medium,4.1,78,low,5,3.48,85,99.14,26,35.4
PG_00994,substation,urban,2,high,3.0,medium,4.3,87,medium,5,3.41,172,202.97,17,23.1
PG_00995,substation,urban,2,medium,1.5,low,4.6,82,low,9,4.91,87,115.2,19,25.0
PG_00996,underground_cable,plain,1,medium,1.5,high,4.1,94,high,5,2.72,242,301.46,21,25.8
PG_00997,overhead_line,forest,5,medium,1.5,high,4.4,59,high,6,4.21,124,178.88,22,32.7
PG_00998,substation,urban,2,medium,1.5,medium,4.0,61,medium,5,2.71,108,128.83,16,21.4
PG_00999,overhead_line,coastal,3,high,3.0,medium,4.7,93,low,6,4.34,121,145.77,19,27.2
PG_01000,overhead_line,coastal,3,medium,1.5,high,4.7,77,medium,4,2.91,74,86.05,27,35.5
PG_01001,substation,coastal,3,high,3.0,high,2.9,95,high,5,3.21,82,111.21,17,23.8
PG_01002,underground_cable,coastal,3,low,0.5,medium,4.4,86,medium,4,3.33,212,258.02,20,25.0
PG_01003,overhead_line,urban,2,high,3.0,low,2.9,67,high,9,4.07,149,247.07,23,32.7
PG_01004,underground_cable,hilly,4,high,3.0,low,4.4,95,high,6,4.28,229,387.68,42,57.9
